"userId","platformType","total_purchases","total_spent","Cluster"
638,"android",0,0,"cluster_1"
280,"linux",0,0,"cluster_1"
1569,"android",0,0,"cluster_1"
967,"android",0,0,"cluster_1"
555,"android",0,0,"cluster_1"
1713,"linux",2,2,"cluster_1"
309,"windows",5,6,"cluster_1"
1003,"windows",0,0,"cluster_1"
1676,"windows",0,0,"cluster_1"
745,"iphone",0,0,"cluster_1"
1430,"iphone",0,0,"cluster_1"
436,"android",6,43,"cluster_1"
388,"iphone",4,60,"cluster_0"
296,"android",0,0,"cluster_1"
217,"mac",0,0,"cluster_1"
2032,"windows",11,17.989999771118164,"cluster_1"
1928,"android",0,0,"cluster_1"
2133,"android",10,51,"cluster_0"
1000,"iphone",5,73,"cluster_0"
2136,"iphone",0,0,"cluster_1"
711,"mac",3,27,"cluster_1"
84,"android",9,30.989999771118164,"cluster_1"
2088,"android",0,0,"cluster_1"
231,"iphone",2,23,"cluster_1"
1065,"iphone",6,103,"cluster_0"
109,"iphone",0,0,"cluster_1"
1884,"android",0,0,"cluster_1"
2174,"iphone",2,20,"cluster_1"
1963,"android",0,0,"cluster_1"
83,"android",9,30.010000228881836,"cluster_1"
2129,"iphone",0,0,"cluster_1"
1252,"windows",0,0,"cluster_1"
1786,"android",0,0,"cluster_1"
504,"iphone",6,45,"cluster_0"
2248,"linux",11,17.990000247955322,"cluster_1"
855,"iphone",8,125.01000213623047,"cluster_0"
2001,"android",0,0,"cluster_1"
1087,"mac",7,33,"cluster_1"
1403,"iphone",6,100,"cluster_0"
1484,"android",4,9.989999771118164,"cluster_1"
695,"iphone",0,0,"cluster_1"
468,"iphone",0,0,"cluster_1"
1228,"windows",1,3,"cluster_1"
937,"android",1,1,"cluster_1"
790,"iphone",0,0,"cluster_1"
1811,"iphone",5,80,"cluster_0"
1284,"windows",0,0,"cluster_1"
1107,"iphone",0,0,"cluster_1"
744,"windows",0,0,"cluster_1"
1630,"iphone",0,0,"cluster_1"
1563,"iphone",2,25,"cluster_1"
2067,"android",0,0,"cluster_1"
835,"iphone",0,0,"cluster_1"
1308,"android",1,1,"cluster_1"
1858,"windows",0,0,"cluster_1"
703,"android",0,0,"cluster_1"
338,"iphone",0,0,"cluster_1"
1844,"android",0,0,"cluster_1"
303,"android",0,0,"cluster_1"
598,"iphone",0,0,"cluster_1"
2356,"android",3,9,"cluster_1"
150,"iphone",1,2,"cluster_1"
2113,"iphone",2,30,"cluster_1"
1885,"android",1,3,"cluster_1"
1459,"iphone",0,0,"cluster_1"
2178,"iphone",0,0,"cluster_1"
1227,"android",0,0,"cluster_1"
1468,"iphone",3,43,"cluster_1"
1342,"mac",0,0,"cluster_1"
1372,"iphone",0,0,"cluster_1"
2264,"android",0,0,"cluster_1"
1742,"android",0,0,"cluster_1"
1958,"android",6,54,"cluster_0"
97,"android",9,18,"cluster_1"
947,"windows",0,0,"cluster_1"
1163,"android",8,24.010000228881836,"cluster_1"
9,"iphone",6,80,"cluster_0"
1049,"windows",5,11,"cluster_1"
461,"iphone",0,0,"cluster_1"
2278,"android",5,53,"cluster_0"
36,"iphone",0,0,"cluster_1"
2270,"iphone",0,0,"cluster_1"
995,"mac",0,0,"cluster_1"
2373,"windows",0,0,"cluster_1"
2263,"iphone",0,0,"cluster_1"
791,"iphone",0,0,"cluster_1"
1697,"iphone",11,146.98999786376953,"cluster_0"
1306,"android",0,0,"cluster_1"
620,"iphone",4,53.01000213623047,"cluster_0"
2346,"android",2,6,"cluster_1"
1635,"android",0,0,"cluster_1"
1362,"iphone",3,20,"cluster_1"
473,"iphone",9,92,"cluster_0"
2073,"android",4,18.989999771118164,"cluster_1"
1057,"linux",0,0,"cluster_1"
1028,"linux",0,0,"cluster_1"
1162,"windows",13,52.989999771118164,"cluster_0"
709,"android",0,0,"cluster_1"
922,"iphone",0,0,"cluster_1"
1777,"android",0,0,"cluster_1"
977,"iphone",4,60,"cluster_0"
2101,"windows",0,0,"cluster_1"
331,"iphone",2,8,"cluster_1"
1397,"mac",0,0,"cluster_1"
673,"iphone",0,0,"cluster_1"
1304,"mac",2,23,"cluster_1"
934,"windows",10,51,"cluster_0"
864,"android",5,20,"cluster_1"
754,"android",4,12,"cluster_1"
1190,"iphone",7,120.02000427246094,"cluster_0"
1644,"android",0,0,"cluster_1"
1797,"iphone",0,0,"cluster_1"
1924,"iphone",0,0,"cluster_1"
935,"iphone",4,70,"cluster_0"
6,"iphone",0,0,"cluster_1"
994,"iphone",0,0,"cluster_1"
223,"android",0,0,"cluster_1"
1880,"windows",3,3,"cluster_1"
422,"android",0,0,"cluster_1"
2051,"iphone",0,0,"cluster_1"
569,"iphone",0,0,"cluster_1"
595,"iphone",3,33,"cluster_1"
1687,"android",9,27,"cluster_1"
605,"android",0,0,"cluster_1"
1210,"iphone",6,37,"cluster_1"
1423,"iphone",0,0,"cluster_1"
1368,"iphone",0,0,"cluster_1"
534,"android",0,0,"cluster_1"
926,"android",2,3,"cluster_1"
871,"windows",0,0,"cluster_1"
1974,"android",0,0,"cluster_1"
515,"iphone",1,10,"cluster_1"
37,"windows",0,0,"cluster_1"
1587,"android",0,0,"cluster_1"
1381,"android",0,0,"cluster_1"
726,"iphone",6,100,"cluster_0"
2298,"android",0,0,"cluster_1"
554,"android",0,0,"cluster_1"
1019,"windows",5,9,"cluster_1"
1744,"linux",5,6,"cluster_1"
1141,"android",0,0,"cluster_1"
228,"android",0,0,"cluster_1"
17,"android",0,0,"cluster_1"
1333,"iphone",2,30,"cluster_1"
2308,"android",0,0,"cluster_1"
827,"iphone",5,58.01000213623047,"cluster_0"
93,"iphone",0,0,"cluster_1"
322,"iphone",0,0,"cluster_1"
579,"android",2,4,"cluster_1"
428,"android",0,0,"cluster_1"
379,"mac",0,0,"cluster_1"
154,"iphone",1,20,"cluster_1"
1941,"windows",4,7,"cluster_1"
30,"iphone",0,0,"cluster_1"
2099,"windows",0,0,"cluster_1"
2043,"android",0,0,"cluster_1"
625,"iphone",0,0,"cluster_1"
2068,"iphone",0,0,"cluster_1"
1178,"iphone",0,0,"cluster_1"
835,"android",0,0,"cluster_1"
2236,"android",1,5,"cluster_1"
630,"iphone",0,0,"cluster_1"
1615,"android",5,14,"cluster_1"
1592,"iphone",0,0,"cluster_1"
2344,"android",0,0,"cluster_1"
1451,"mac",1,2,"cluster_1"
1688,"iphone",0,0,"cluster_1"
446,"linux",0,0,"cluster_1"
261,"android",1,10,"cluster_1"
560,"android",0,0,"cluster_1"
2341,"android",0,0,"cluster_1"
1929,"iphone",1,10,"cluster_1"
1926,"android",5,12,"cluster_1"
1535,"iphone",4,65,"cluster_0"
1043,"iphone",0,0,"cluster_1"
756,"android",0,0,"cluster_1"
582,"android",0,0,"cluster_1"
1371,"mac",1,2,"cluster_1"
1157,"android",5,13,"cluster_1"
860,"iphone",0,0,"cluster_1"
440,"linux",0,0,"cluster_1"
1352,"iphone",0,0,"cluster_1"
1464,"iphone",3,60,"cluster_0"
896,"windows",2,2,"cluster_1"
1979,"iphone",0,0,"cluster_1"
986,"windows",0,0,"cluster_1"
1504,"windows",2,3,"cluster_1"
2024,"android",0,0,"cluster_1"
60,"iphone",0,0,"cluster_1"
2029,"iphone",8,125.01000213623047,"cluster_0"
2307,"iphone",0,0,"cluster_1"
1125,"android",4,9.989999771118164,"cluster_1"
1536,"android",0,0,"cluster_1"
2139,"android",5,13,"cluster_1"
1148,"windows",0,0,"cluster_1"
269,"windows",0,0,"cluster_1"
787,"android",0,0,"cluster_1"
2219,"iphone",0,0,"cluster_1"
420,"windows",5,9.009999752044678,"cluster_1"
1708,"iphone",0,0,"cluster_1"
771,"android",0,0,"cluster_1"
1631,"windows",0,0,"cluster_1"
1652,"android",8,53,"cluster_0"
2053,"android",0,0,"cluster_1"
2004,"iphone",0,0,"cluster_1"
252,"iphone",0,0,"cluster_1"
847,"windows",0,0,"cluster_1"
2366,"iphone",0,0,"cluster_1"
1225,"windows",0,0,"cluster_1"
954,"android",0,0,"cluster_1"
1827,"iphone",0,0,"cluster_1"
1075,"android",0,0,"cluster_1"
1712,"iphone",0,0,"cluster_1"
41,"mac",0,0,"cluster_1"
1905,"android",0,0,"cluster_1"
1173,"iphone",0,0,"cluster_1"
820,"android",6,16,"cluster_1"
1071,"iphone",0,0,"cluster_1"
1022,"windows",15,43.00999975204468,"cluster_1"
1809,"android",3,9,"cluster_1"
2265,"android",0,0,"cluster_1"
1399,"mac",1,2,"cluster_1"
706,"iphone",0,0,"cluster_1"
2028,"iphone",0,0,"cluster_1"
449,"android",0,0,"cluster_1"
1477,"iphone",9,100,"cluster_0"
2205,"android",0,0,"cluster_1"
1052,"android",4,25,"cluster_1"
2137,"android",0,0,"cluster_1"
2197,"iphone",0,0,"cluster_1"
1436,"android",4,14,"cluster_1"
2384,"windows",8,36.010000228881836,"cluster_1"
2080,"windows",0,0,"cluster_1"
457,"android",0,0,"cluster_1"
121,"android",8,22,"cluster_1"
1522,"android",7,20,"cluster_1"
2330,"android",0,0,"cluster_1"
1294,"windows",5,14,"cluster_1"
2047,"android",0,0,"cluster_1"
427,"iphone",3,20.010000228881836,"cluster_1"
1666,"android",0,0,"cluster_1"
2057,"android",1,3,"cluster_1"
720,"windows",0,0,"cluster_1"
1693,"iphone",2,40,"cluster_1"
1418,"linux",0,0,"cluster_1"
1668,"android",0,0,"cluster_1"
1667,"iphone",0,0,"cluster_1"
1937,"android",1,2,"cluster_1"
1583,"android",4,12,"cluster_1"
1606,"mac",0,0,"cluster_1"
199,"iphone",0,0,"cluster_1"
143,"android",6,20,"cluster_1"
10,"linux",7,8,"cluster_1"
957,"android",4,18.989999771118164,"cluster_1"
1954,"windows",5,9.009999752044678,"cluster_1"
1167,"iphone",0,0,"cluster_1"
1267,"android",0,0,"cluster_1"
699,"mac",0,0,"cluster_1"
2296,"mac",0,0,"cluster_1"
2132,"iphone",6,71,"cluster_0"
536,"android",1,3,"cluster_1"
1602,"android",2,6,"cluster_1"
1279,"android",6,36,"cluster_1"
1310,"windows",0,0,"cluster_1"
981,"iphone",1,10,"cluster_1"
165,"iphone",10,150,"cluster_0"
412,"iphone",7,125,"cluster_0"
1256,"iphone",0,0,"cluster_1"
887,"android",3,9,"cluster_1"
29,"iphone",4,55,"cluster_0"
1593,"android",0,0,"cluster_1"
1793,"android",5,26,"cluster_1"
2314,"windows",0,0,"cluster_1"
2353,"iphone",0,0,"cluster_1"
1317,"android",0,0,"cluster_1"
2187,"android",0,0,"cluster_1"
1489,"iphone",4,59.98999786376953,"cluster_0"
1636,"android",4,25,"cluster_1"
1770,"windows",2,3,"cluster_1"
1042,"iphone",0,0,"cluster_1"
1722,"linux",0,0,"cluster_1"
1073,"android",0,0,"cluster_1"
539,"windows",0,0,"cluster_1"
1001,"android",3,26,"cluster_1"
1123,"iphone",1,20,"cluster_1"
1096,"windows",0,0,"cluster_1"
1059,"android",9,60,"cluster_0"
399,"android",4,17,"cluster_1"
1657,"android",3,9,"cluster_1"
290,"linux",0,0,"cluster_1"
1373,"android",3,9,"cluster_1"
257,"android",0,0,"cluster_1"
1846,"iphone",1,5,"cluster_1"
1277,"windows",8,35,"cluster_1"
1900,"windows",0,0,"cluster_1"
1103,"android",8,30,"cluster_1"
2227,"iphone",7,66.01000022888184,"cluster_0"
1369,"iphone",2,20,"cluster_1"
567,"android",0,0,"cluster_1"
2222,"iphone",12,136.01000213623047,"cluster_0"
1234,"android",7,42,"cluster_1"
1360,"iphone",9,145,"cluster_0"
784,"android",0,0,"cluster_1"
1930,"windows",0,0,"cluster_1"
1542,"iphone",0,0,"cluster_1"
819,"iphone",3,50,"cluster_0"
643,"android",11,35.989999771118164,"cluster_1"
1674,"android",0,0,"cluster_1"
1682,"iphone",0,0,"cluster_1"
2256,"android",0,0,"cluster_1"
1911,"linux",3,3,"cluster_1"
1005,"mac",1,2,"cluster_1"
0,"iphone",0,0,"cluster_1"
873,"iphone",0,0,"cluster_1"
949,"iphone",0,0,"cluster_1"
1070,"windows",1,1,"cluster_1"
2044,"iphone",0,0,"cluster_1"
68,"android",6,14,"cluster_1"
669,"android",0,0,"cluster_1"
2324,"android",0,0,"cluster_1"
8,"iphone",3,33,"cluster_1"
2283,"android",1,5,"cluster_1"
1259,"android",0,0,"cluster_1"
1692,"android",0,0,"cluster_1"
585,"iphone",2,25,"cluster_1"
1175,"iphone",0,0,"cluster_1"
1610,"iphone",0,0,"cluster_1"
2253,"iphone",0,0,"cluster_1"
639,"mac",0,0,"cluster_1"
1908,"android",0,0,"cluster_1"
1445,"iphone",1,10,"cluster_1"
1634,"iphone",5,27,"cluster_1"
851,"iphone",0,0,"cluster_1"
2031,"iphone",0,0,"cluster_1"
1669,"iphone",0,0,"cluster_1"
1076,"iphone",0,0,"cluster_1"
1289,"iphone",0,0,"cluster_1"
206,"android",0,0,"cluster_1"
2382,"android",0,0,"cluster_1"
418,"iphone",0,0,"cluster_1"
1379,"iphone",2,22,"cluster_1"
1387,"android",1,2,"cluster_1"
1042,"android",4,23,"cluster_1"
1072,"iphone",10,97,"cluster_0"
12,"iphone",13,214.98999786376953,"cluster_0"
1841,"mac",0,0,"cluster_1"
220,"android",0,0,"cluster_1"
1205,"android",8,23,"cluster_1"
1517,"windows",0,0,"cluster_1"
2312,"iphone",0,0,"cluster_1"
2124,"android",0,0,"cluster_1"
268,"windows",0,0,"cluster_1"
293,"iphone",2,20,"cluster_1"
1513,"mac",0,0,"cluster_1"
856,"iphone",6,80,"cluster_0"
467,"iphone",0,0,"cluster_1"
164,"linux",0,0,"cluster_1"
342,"android",0,0,"cluster_1"
2333,"android",0,0,"cluster_1"
2251,"iphone",0,0,"cluster_1"
1771,"iphone",3,17,"cluster_1"
996,"linux",8,8,"cluster_1"
1035,"android",0,0,"cluster_1"
867,"iphone",8,110.01000213623047,"cluster_0"
1997,"android",10,44,"cluster_0"
861,"linux",3,3,"cluster_1"
1061,"android",3,7,"cluster_1"
1520,"mac",0,0,"cluster_1"
2230,"android",3,24,"cluster_1"
1241,"iphone",5,82,"cluster_0"
15,"windows",1,1,"cluster_1"
1836,"iphone",0,0,"cluster_1"
475,"android",0,0,"cluster_1"
110,"iphone",0,0,"cluster_1"
